File,Line,Index,Context
Kings_XI_Punjab_in_2014.html,293,474,"width=""1350"" data-file-hei"
Kings_XI_Punjab_in_2014.html,301,451,".svg.png 2x"" data-file-wid"
Kings_XI_Punjab_in_2014.html,301,474,"width=""1350"" data-file-hei"
Kings_XI_Punjab_in_2014.html,317,485,".svg.png 2x"" data-file-wid"
Kings_XI_Punjab_in_2014.html,317,508,"width=""1280"" data-file-hei"
Kings_XI_Punjab_in_2014.html,325,451,".svg.png 2x"" data-file-wid"
Kings_XI_Punjab_in_2014.html,325,474,"width=""1350"" data-file-hei"
Kings_XI_Punjab_in_2014.html,341,449,".svg.png 2x"" data-file-wid"
Kings_XI_Punjab_in_2014.html,341,472,"width=""1350"" data-file-hei"
Kings_XI_Punjab_in_2014.html,374,459,".svg.png 2x"" data-file-wid"
Kings_XI_Punjab_in_2014.html,374,482,"width=""1280"" data-file-hei"
Kings_XI_Punjab_in_2014.html,376,498,".svg.png 2x"" data-file-wid"
Kings_XI_Punjab_in_2014.html,376,521,"width=""1200"" data-file-hei"
Kings_XI_Punjab_in_2014.html,381,465,".svg.png 2x"" data-file-wid"
Kings_XI_Punjab_in_2014.html,381,488,"width=""1500"" data-file-hei"
Kings_XI_Punjab_in_2014.html,383,525,".svg.png 2x"" data-file-wid"
Kings_XI_Punjab_in_2014.html,383,547,"-width=""900"" data-file-hei"
Kings_XI_Punjab_in_2014.html,388,492,".svg.png 2x"" data-file-wid"
Kings_XI_Punjab_in_2014.html,388,515,"width=""1200"" data-file-hei"
Kings_XI_Punjab_in_2014.html,390,446,".svg.png 2x"" data-file-wid"
Kings_XI_Punjab_in_2014.html,390,469,"width=""1350"" data-file-hei"
Kings_XI_Punjab_in_2014.html,395,501,".svg.png 2x"" data-file-wid"
Kings_XI_Punjab_in_2014.html,395,523,"-width=""900"" data-file-hei"
Kings_XI_Punjab_in_2014.html,397,447,".svg.png 2x"" data-file-wid"
Kings_XI_Punjab_in_2014.html,397,470,"width=""1350"" data-file-hei"
Kings_XI_Punjab_in_2014.html,402,423,".svg.png 2x"" data-file-wid"
Kings_XI_Punjab_in_2014.html,402,446,"width=""1350"" data-file-hei"
Kings_XI_Punjab_in_2014.html,564,40,"s=""catlinks"" data-mw=""inte"
Kings_XI_Punjab_in_2014.html,647,1043,ps://www.wikidata.org/wiki
Kings_XI_Punjab_in_2014.html,647,1093,to connected data reposito
Kings_XI_Punjab_in_2014.html,647,1137,"skey=""g"">Wikidata item</a>"
Kings_XI_Punjab_in_2014.html,664,124,ps://www.wikidata.org/wiki
William_Harvey_Lillard.html,45,226,"""thumbimage"" data-file-wid"
William_Harvey_Lillard.html,45,248,"-width=""220"" data-file-hei"
William_Harvey_Lillard.html,65,176,"href=""http://data.membercl"
William_Harvey_Lillard.html,81,178,"href=""http://data.membercl"
William_Harvey_Lillard.html,129,40,"s=""catlinks"" data-mw=""inte"
William_Harvey_Lillard.html,212,1039,ps://www.wikidata.org/wiki
William_Harvey_Lillard.html,212,1088,to connected data reposito
William_Harvey_Lillard.html,212,1132,"skey=""g"">Wikidata item</a>"
William_Harvey_Lillard.html,229,124,ps://www.wikidata.org/wiki
Radial_Road_3.html,52,1061,"-ls-.jpg 2x"" data-file-wid"
Radial_Road_3.html,52,1084,"width=""3648"" data-file-hei"
Radial_Road_3.html,103,453,"lway.jpg 2x"" data-file-wid"
Radial_Road_3.html,103,476,"width=""2048"" data-file-hei"
Radial_Road_3.html,301,441,".svg.png 2x"" data-file-wid"
Radial_Road_3.html,301,463,"-width=""128"" data-file-hei"
Radial_Road_3.html,505,40,"s=""catlinks"" data-mw=""inte"
Radial_Road_3.html,588,1003,ps://www.wikidata.org/wiki
Radial_Road_3.html,588,1053,to connected data reposito
Radial_Road_3.html,588,1097,"skey=""g"">Wikidata item</a>"
Radial_Road_3.html,605,125,ps://www.wikidata.org/wiki
George_Weldrick.html,194,40,"s=""catlinks"" data-mw=""inte"
George_Weldrick.html,277,1011,ps://www.wikidata.org/wiki
George_Weldrick.html,277,1060,to connected data reposito
George_Weldrick.html,277,1104,"skey=""g"">Wikidata item</a>"
George_Weldrick.html,294,124,ps://www.wikidata.org/wiki
Zgornji_Otok.html,6,496,"nates on Wikidata"",""Pages "
Zgornji_Otok.html,53,586,".svg.png 2x"" data-file-wid"
Zgornji_Otok.html,53,609,"width=""1159"" data-file-hei"
Zgornji_Otok.html,55,392,".svg.png 2x"" data-file-wid"
Zgornji_Otok.html,55,413,"e-width=""64"" data-file-hei"
Zgornji_Otok.html,65,370,"s, and other data for this"
Zgornji_Otok.html,65,626,"s, and other data for this"
Zgornji_Otok.html,65,1221,"s, and other data for this"
Zgornji_Otok.html,65,1477,"s, and other data for this"
Zgornji_Otok.html,69,448,".svg.png 2x"" data-file-wid"
Zgornji_Otok.html,69,471,"width=""1200"" data-file-hei"
Zgornji_Otok.html,211,508,"a_si.png 2x"" data-file-wid"
Zgornji_Otok.html,211,530,"-width=""300"" data-file-hei"
Zgornji_Otok.html,260,18,"e class=""metadata plainlin"
Zgornji_Otok.html,262,465,".svg.png 2x"" data-file-wid"
Zgornji_Otok.html,262,487,"-width=""620"" data-file-hei"
Zgornji_Otok.html,311,40,"s=""catlinks"" data-mw=""inte"
Zgornji_Otok.html,311,1091,"nates_on_Wikidata"" title="""
Zgornji_Otok.html,311,1132,"nates on Wikidata"">Coordin"
Zgornji_Otok.html,311,1157,nates on Wikidata</a></li>
Zgornji_Otok.html,394,999,ps://www.wikidata.org/wiki
Zgornji_Otok.html,394,1048,to connected data reposito
Zgornji_Otok.html,394,1092,"skey=""g"">Wikidata item</a>"
Zgornji_Otok.html,411,125,ps://www.wikidata.org/wiki
Blue_Heelers_(season_8).html,49,406,".svg.png 2x"" data-file-wid"
Blue_Heelers_(season_8).html,49,429,"width=""1280"" data-file-hei"
Blue_Heelers_(season_8).html,79,29,ainlinks metadata ambox am
Blue_Heelers_(season_8).html,82,429,".svg.png 2x"" data-file-wid"
Blue_Heelers_(season_8).html,82,450,"e-width=""44"" data-file-hei"
Blue_Heelers_(season_8).html,105,29,ainlinks metadata ambox mb
Blue_Heelers_(season_8).html,107,488,".svg.png 2x"" data-file-wid"
Blue_Heelers_(season_8).html,107,509,"e-width=""44"" data-file-hei"
Blue_Heelers_(season_8).html,125,29,ainlinks metadata ambox mb
Blue_Heelers_(season_8).html,127,488,".svg.png 2x"" data-file-wid"
Blue_Heelers_(season_8).html,127,509,"e-width=""44"" data-file-hei"
Blue_Heelers_(season_8).html,133,29,ainlinks metadata ambox mb
Blue_Heelers_(season_8).html,135,488,".svg.png 2x"" data-file-wid"
Blue_Heelers_(season_8).html,135,509,"e-width=""44"" data-file-hei"
Blue_Heelers_(season_8).html,141,29,ainlinks metadata ambox mb
Blue_Heelers_(season_8).html,143,488,".svg.png 2x"" data-file-wid"
Blue_Heelers_(season_8).html,143,509,"e-width=""44"" data-file-hei"
Blue_Heelers_(season_8).html,660,421,".svg.png 2x"" data-file-wid"
Blue_Heelers_(season_8).html,660,444,"width=""1280"" data-file-hei"
Blue_Heelers_(season_8).html,695,421,".svg.png 2x"" data-file-wid"
Blue_Heelers_(season_8).html,695,444,"width=""1280"" data-file-hei"
Blue_Heelers_(season_8).html,730,421,".svg.png 2x"" data-file-wid"
Blue_Heelers_(season_8).html,730,444,"width=""1280"" data-file-hei"
Blue_Heelers_(season_8).html,739,450,".svg.png 2x"" data-file-wid"
Blue_Heelers_(season_8).html,739,472,"-width=""300"" data-file-hei"
Blue_Heelers_(season_8).html,886,40,"s=""catlinks"" data-mw=""inte"
Blue_Heelers_(season_8).html,969,1043,ps://www.wikidata.org/wiki
Blue_Heelers_(season_8).html,969,1092,to connected data reposito
Blue_Heelers_(season_8).html,969,1136,"skey=""g"">Wikidata item</a>"
Blue_Heelers_(season_8).html,986,124,ps://www.wikidata.org/wiki
Taggen_Nunatak.html,6,506,"nates on Wikidata"",""All st"
Taggen_Nunatak.html,44,302,".svg.png 2x"" data-file-wid"
Taggen_Nunatak.html,44,324,"-width=""196"" data-file-hei"
Taggen_Nunatak.html,44,1395,"s, and other data for this"
Taggen_Nunatak.html,44,1640,"s, and other data for this"
Taggen_Nunatak.html,46,18,"e class=""metadata plainlin"
Taggen_Nunatak.html,48,481,"_map.png 2x"" data-file-wid"
Taggen_Nunatak.html,48,503,"-width=""291"" data-file-hei"
Taggen_Nunatak.html,93,40,"s=""catlinks"" data-mw=""inte"
Taggen_Nunatak.html,93,1079,"nates_on_Wikidata"" title="""
Taggen_Nunatak.html,93,1120,"nates on Wikidata"">Coordin"
Taggen_Nunatak.html,93,1145,nates on Wikidata</a></li>
Taggen_Nunatak.html,176,1007,ps://www.wikidata.org/wiki
Taggen_Nunatak.html,176,1056,to connected data reposito
Taggen_Nunatak.html,176,1100,"skey=""g"">Wikidata item</a>"
Taggen_Nunatak.html,193,125,ps://www.wikidata.org/wiki
Henri_BraqueniC3A9.html,43,102,ainlinks metadata ambox am
Henri_BraqueniC3A9.html,46,512,".svg.png 2x"" data-file-wid"
Henri_BraqueniC3A9.html,46,533,"e-width=""48"" data-file-hei"
Henri_BraqueniC3A9.html,92,40,"s=""catlinks"" data-mw=""inte"
Henri_BraqueniC3A9.html,175,1031,ps://www.wikidata.org/wiki
Henri_BraqueniC3A9.html,175,1080,to connected data reposito
Henri_BraqueniC3A9.html,175,1124,"skey=""g"">Wikidata item</a>"
Henri_BraqueniC3A9.html,192,125,ps://www.wikidata.org/wiki
Vrila.html,6,539,"nates on Wikidata"",""All st"
Vrila.html,57,698,".svg.png 2x"" data-file-wid"
Vrila.html,57,721,"width=""1063"" data-file-hei"
Vrila.html,59,378,".svg.png 2x"" data-file-wid"
Vrila.html,59,399,"e-width=""64"" data-file-hei"
Vrila.html,69,348,"s, and other data for this"
Vrila.html,69,593,"s, and other data for this"
Vrila.html,73,499,".svg.png 2x"" data-file-wid"
Vrila.html,73,521,"-width=""800"" data-file-hei"
Vrila.html,99,435,"s, and other data for this"
Vrila.html,99,680,"s, and other data for this"
Vrila.html,100,18,"e class=""metadata plainlin"
Vrila.html,102,649,"n_10.png 2x"" data-file-wid"
Vrila.html,102,672,"width=""1600"" data-file-hei"
Vrila.html,151,40,"s=""catlinks"" data-mw=""inte"
Vrila.html,151,1181,"nates_on_Wikidata"" title="""
Vrila.html,151,1222,"nates on Wikidata"">Coordin"
Vrila.html,151,1247,nates on Wikidata</a></li>
Vrila.html,234,971,ps://www.wikidata.org/wiki
Vrila.html,234,1020,to connected data reposito
Vrila.html,234,1064,"skey=""g"">Wikidata item</a>"
Vrila.html,251,125,ps://www.wikidata.org/wiki
William_Henry_Porter.html,48,315,".svg.png 2x"" data-file-wid"
William_Henry_Porter.html,48,337,"-width=""196"" data-file-hei"
William_Henry_Porter.html,88,40,"s=""catlinks"" data-mw=""inte"
William_Henry_Porter.html,171,1031,ps://www.wikidata.org/wiki
William_Henry_Porter.html,171,1081,to connected data reposito
William_Henry_Porter.html,171,1125,"skey=""g"">Wikidata item</a>"
William_Henry_Porter.html,188,124,ps://www.wikidata.org/wiki
Clive_Brown_(footballer).html,146,40,"s=""catlinks"" data-mw=""inte"
Clive_Brown_(footballer).html,229,1047,ps://www.wikidata.org/wiki
Clive_Brown_(footballer).html,229,1097,to connected data reposito
Clive_Brown_(footballer).html,229,1141,"skey=""g"">Wikidata item</a>"
Clive_Brown_(footballer).html,246,124,ps://www.wikidata.org/wiki
Blick_nach_Rechts.html,43,102,ainlinks metadata ambox am
Blick_nach_Rechts.html,46,441,".svg.png 2x"" data-file-wid"
Blick_nach_Rechts.html,46,463,"-width=""512"" data-file-hei"
Blick_nach_Rechts.html,134,20,tral journal database of G
Blick_nach_Rechts.html,170,40,"s=""catlinks"" data-mw=""inte"
Blick_nach_Rechts.html,253,1019,ps://www.wikidata.org/wiki
Blick_nach_Rechts.html,253,1067,to connected data reposito
Blick_nach_Rechts.html,253,1111,"skey=""g"">Wikidata item</a>"
Blick_nach_Rechts.html,270,125,ps://www.wikidata.org/wiki
Central_District_(Rezvanshahr_County).html,6,523,"eocoordinate data"",""All ar"
Central_District_(Rezvanshahr_County).html,50,37,""" class=""metadata coord-mi"
Central_District_(Rezvanshahr_County).html,62,522,".svg.png 2x"" data-file-wid"
Central_District_(Rezvanshahr_County).html,62,544,"-width=""630"" data-file-hei"
Central_District_(Rezvanshahr_County).html,303,18,"e class=""metadata plainlin"
Central_District_(Rezvanshahr_County).html,305,376,"ilan.png 2x"" data-file-wid"
Central_District_(Rezvanshahr_County).html,305,398,"-width=""879"" data-file-hei"
Central_District_(Rezvanshahr_County).html,354,40,"s=""catlinks"" data-mw=""inte"
Central_District_(Rezvanshahr_County).html,354,952,"eocoordinate_data"" title="""
Central_District_(Rezvanshahr_County).html,354,1010,"eocoordinate data"">Iran ar"
Central_District_(Rezvanshahr_County).html,354,1052,eocoordinate data</a></li>
Central_District_(Rezvanshahr_County).html,437,1099,ps://www.wikidata.org/wiki
Central_District_(Rezvanshahr_County).html,437,1148,to connected data reposito
Central_District_(Rezvanshahr_County).html,437,1192,"skey=""g"">Wikidata item</a>"
Central_District_(Rezvanshahr_County).html,454,125,ps://www.wikidata.org/wiki
Alexios_Aspietes.html,98,40,"s=""catlinks"" data-mw=""inte"
Alexios_Aspietes.html,181,1015,ps://www.wikidata.org/wiki
Alexios_Aspietes.html,181,1065,to connected data reposito
Alexios_Aspietes.html,181,1109,"skey=""g"">Wikidata item</a>"
Alexios_Aspietes.html,198,125,ps://www.wikidata.org/wiki
Mei_Lanfang.html,49,499,"A%B3.jpg 2x"" data-file-wid"
Mei_Lanfang.html,49,521,"-width=""388"" data-file-hei"
Mei_Lanfang.html,103,490,"iang.JPG 2x"" data-file-wid"
Mei_Lanfang.html,103,512,"-width=""336"" data-file-hei"
Mei_Lanfang.html,114,558,"rait.jpg 2x"" data-file-wid"
Mei_Lanfang.html,114,580,"-width=""640"" data-file-hei"
Mei_Lanfang.html,161,323,"href=""http://data.bnf.fr/a"
Mei_Lanfang.html,161,360,"b119588826"">(data)</a></sp"
Mei_Lanfang.html,207,40,"s=""catlinks"" data-mw=""inte"
Mei_Lanfang.html,290,995,ps://www.wikidata.org/wiki
Mei_Lanfang.html,290,1043,to connected data reposito
Mei_Lanfang.html,290,1087,"skey=""g"">Wikidata item</a>"
Mei_Lanfang.html,315,125,ps://www.wikidata.org/wiki
Wangeroogeclass_tug.html,44,102,ainlinks metadata ambox am
Wangeroogeclass_tug.html,47,512,".svg.png 2x"" data-file-wid"
Wangeroogeclass_tug.html,47,533,"e-width=""48"" data-file-hei"
Wangeroogeclass_tug.html,54,521,"e_01.JPG 2x"" data-file-wid"
Wangeroogeclass_tug.html,54,544,"width=""1600"" data-file-hei"
Wangeroogeclass_tug.html,67,437,".svg.png 2x"" data-file-wid"
Wangeroogeclass_tug.html,67,460,"width=""1000"" data-file-hei"
Wangeroogeclass_tug.html,123,531,"uist.jpg 2x"" data-file-wid"
Wangeroogeclass_tug.html,123,554,"width=""1024"" data-file-hei"
Wangeroogeclass_tug.html,133,517,"1452.jpg 2x"" data-file-wid"
Wangeroogeclass_tug.html,133,540,"width=""1134"" data-file-hei"
Wangeroogeclass_tug.html,386,40,"s=""catlinks"" data-mw=""inte"
Wangeroogeclass_tug.html,469,1031,ps://www.wikidata.org/wiki
Wangeroogeclass_tug.html,469,1080,to connected data reposito
Wangeroogeclass_tug.html,469,1124,"skey=""g"">Wikidata item</a>"
Wangeroogeclass_tug.html,494,125,ps://www.wikidata.org/wiki
Dowell_Philip_O27Reilly.html,155,40,"s=""catlinks"" data-mw=""inte"
Dowell_Philip_O27Reilly.html,238,1047,ps://www.wikidata.org/wiki
Dowell_Philip_O27Reilly.html,238,1096,to connected data reposito
Dowell_Philip_O27Reilly.html,238,1140,"skey=""g"">Wikidata item</a>"
Dowell_Philip_O27Reilly.html,255,124,ps://www.wikidata.org/wiki
Coalville_Town_railway_station.html,6,595,"nates on Wikidata"",""Articl"
Coalville_Town_railway_station.html,49,847,"bank.jpg 2x"" data-file-wid"
Coalville_Town_railway_station.html,49,870,"width=""2388"" data-file-hei"
Coalville_Town_railway_station.html,66,304,"s, and other data for this"
Coalville_Town_railway_station.html,66,551,"s, and other data for this"
Coalville_Town_railway_station.html,66,1147,"s, and other data for this"
Coalville_Town_railway_station.html,66,1394,"s, and other data for this"
Coalville_Town_railway_station.html,118,587,"rley.JPG 2x"" data-file-wid"
Coalville_Town_railway_station.html,118,610,"width=""2048"" data-file-hei"
Coalville_Town_railway_station.html,137,766,"2016.jpg 2x"" data-file-wid"
Coalville_Town_railway_station.html,137,789,"width=""5463"" data-file-hei"
Coalville_Town_railway_station.html,146,29,ainlinks metadata ambox am
Coalville_Town_railway_station.html,149,441,".svg.png 2x"" data-file-wid"
Coalville_Town_railway_station.html,149,463,"-width=""512"" data-file-hei"
Coalville_Town_railway_station.html,531,40,"s=""catlinks"" data-mw=""inte"
Coalville_Town_railway_station.html,531,1871,"nates_on_Wikidata"" title="""
Coalville_Town_railway_station.html,531,1912,"nates on Wikidata"">Coordin"
Coalville_Town_railway_station.html,531,1937,nates on Wikidata</a></li>
Coalville_Town_railway_station.html,614,1071,ps://www.wikidata.org/wiki
Coalville_Town_railway_station.html,614,1120,to connected data reposito
Coalville_Town_railway_station.html,614,1164,"skey=""g"">Wikidata item</a>"
Coalville_Town_railway_station.html,631,124,ps://www.wikidata.org/wiki
Gennady_Lesun.html,43,102,ainlinks metadata ambox am
Gennady_Lesun.html,46,429,".svg.png 2x"" data-file-wid"
Gennady_Lesun.html,46,450,"e-width=""44"" data-file-hei"
Gennady_Lesun.html,165,18,"e class=""metadata plainlin"
Gennady_Lesun.html,167,498,".svg.png 2x"" data-file-wid"
Gennady_Lesun.html,167,520,"-width=""900"" data-file-hei"
Gennady_Lesun.html,167,996,".svg.png 2x"" data-file-wid"
Gennady_Lesun.html,167,1018,"-width=""512"" data-file-hei"
Gennady_Lesun.html,206,37,"Template:Wikidata_image
"
Gennady_Lesun.html,216,40,"s=""catlinks"" data-mw=""inte"
Gennady_Lesun.html,299,1003,ps://www.wikidata.org/wiki
Gennady_Lesun.html,299,1052,to connected data reposito
Gennady_Lesun.html,299,1096,"skey=""g"">Wikidata item</a>"
Gennady_Lesun.html,316,125,ps://www.wikidata.org/wiki
Gennady_Lesun.html,343,804,"Template:Wikidata_image"","""
Bartrum_Glacier.html,6,418,"nates on Wikidata"",""Wikipe"
Bartrum_Glacier.html,43,363,"s, and other data for this"
Bartrum_Glacier.html,43,609,"s, and other data for this"
Bartrum_Glacier.html,43,1172,"s, and other data for this"
Bartrum_Glacier.html,43,1418,"s, and other data for this"
Bartrum_Glacier.html,46,303,".svg.png 2x"" data-file-wid"
Bartrum_Glacier.html,46,325,"-width=""196"" data-file-hei"
Bartrum_Glacier.html,49,18,"e class=""metadata plainlin"
Bartrum_Glacier.html,51,410,"bmap.png 2x"" data-file-wid"
Bartrum_Glacier.html,51,432,"-width=""263"" data-file-hei"
Bartrum_Glacier.html,97,40,"s=""catlinks"" data-mw=""inte"
Bartrum_Glacier.html,97,605,"nates_on_Wikidata"" title="""
Bartrum_Glacier.html,97,646,"nates on Wikidata"">Coordin"
Bartrum_Glacier.html,97,671,nates on Wikidata</a></li>
Bartrum_Glacier.html,180,1011,ps://www.wikidata.org/wiki
Bartrum_Glacier.html,180,1060,to connected data reposito
Bartrum_Glacier.html,180,1104,"skey=""g"">Wikidata item</a>"
Bartrum_Glacier.html,197,125,ps://www.wikidata.org/wiki
Victor_S._Mamatey.html,82,40,"s=""catlinks"" data-mw=""inte"
Victor_S._Mamatey.html,165,1019,ps://www.wikidata.org/wiki
Victor_S._Mamatey.html,165,1068,to connected data reposito
Victor_S._Mamatey.html,165,1112,"skey=""g"">Wikidata item</a>"
Victor_S._Mamatey.html,182,124,ps://www.wikidata.org/wiki
Gottfried_Keller.html,49,631,"1885.jpg 2x"" data-file-wid"
Gottfried_Keller.html,49,653,"-width=""689"" data-file-hei"
Gottfried_Keller.html,69,474,"ture.gif 2x"" data-file-wid"
Gottfried_Keller.html,69,496,"-width=""300"" data-file-hei"
Gottfried_Keller.html,98,691,"1874.JPG 2x"" data-file-wid"
Gottfried_Keller.html,98,714,"width=""4176"" data-file-hei"
Gottfried_Keller.html,112,1602,"9-50.JPG 2x"" data-file-wid"
Gottfried_Keller.html,112,1625,"width=""4288"" data-file-hei"
Gottfried_Keller.html,144,29,ainlinks metadata ambox am
Gottfried_Keller.html,147,512,".svg.png 2x"" data-file-wid"
Gottfried_Keller.html,147,533,"e-width=""48"" data-file-hei"
Gottfried_Keller.html,159,385,".svg.png 2x"" data-file-wid"
Gottfried_Keller.html,159,407,"-width=""410"" data-file-hei"
Gottfried_Keller.html,168,421,".svg.png 2x"" data-file-wid"
Gottfried_Keller.html,168,444,"width=""1024"" data-file-hei"
Gottfried_Keller.html,174,457,".svg.png 2x"" data-file-wid"
Gottfried_Keller.html,174,479,"-width=""410"" data-file-hei"
Gottfried_Keller.html,181,541,".svg.png 2x"" data-file-wid"
Gottfried_Keller.html,181,563,"-width=""500"" data-file-hei"
Gottfried_Keller.html,548,323,"href=""http://data.bnf.fr/a"
Gottfried_Keller.html,548,360,"b119095592"">(data)</a></sp"
Gottfried_Keller.html,602,40,"s=""catlinks"" data-mw=""inte"
Gottfried_Keller.html,685,1015,ps://www.wikidata.org/wiki
Gottfried_Keller.html,685,1063,to connected data reposito
Gottfried_Keller.html,685,1107,"skey=""g"">Wikidata item</a>"
Gottfried_Keller.html,710,125,ps://www.wikidata.org/wiki
Table_Point_Formation.html,68,736,"ound.png 2x"" data-file-wid"
Table_Point_Formation.html,68,759,"width=""2790"" data-file-hei"
Table_Point_Formation.html,69,616,".svg.png 2x"" data-file-wid"
Table_Point_Formation.html,69,639,"width=""1000"" data-file-hei"
Table_Point_Formation.html,70,538,"0148.jpg 2x"" data-file-wid"
Table_Point_Formation.html,70,561,"width=""1208"" data-file-hei"
Table_Point_Formation.html,71,469,".svg.png 2x"" data-file-wid"
Table_Point_Formation.html,71,490,"e-width=""32"" data-file-hei"
Table_Point_Formation.html,72,469,".svg.png 2x"" data-file-wid"
Table_Point_Formation.html,72,490,"e-width=""32"" data-file-hei"
Table_Point_Formation.html,80,72,Paleobiology Database. <a 
Table_Point_Formation.html,80,199,"Paleobiology Database""</a>"
Table_Point_Formation.html,80,463,Paleobiology+Database&amp;
Table_Point_Formation.html,80,530,Paleobiology+Database&amp;
Table_Point_Formation.html,83,18,"e class=""metadata plainlin"
Table_Point_Formation.html,85,390,"rata.jpg 2x"" data-file-wid"
Table_Point_Formation.html,85,412,"-width=""640"" data-file-hei"
Table_Point_Formation.html,97,18,"e class=""metadata plainlin"
Table_Point_Formation.html,110,18,"e class=""metadata plainlin"
Table_Point_Formation.html,112,576,".svg.png 2x"" data-file-wid"
Table_Point_Formation.html,112,599,"width=""1000"" data-file-hei"
Table_Point_Formation.html,160,40,"s=""catlinks"" data-mw=""inte"
Table_Point_Formation.html,243,1035,ps://www.wikidata.org/wiki
Table_Point_Formation.html,243,1085,to connected data reposito
Table_Point_Formation.html,243,1129,"skey=""g"">Wikidata item</a>"
Table_Point_Formation.html,260,124,ps://www.wikidata.org/wiki
Nobuhiko_Ushiba.html,261,40,"s=""catlinks"" data-mw=""inte"
Nobuhiko_Ushiba.html,344,1011,ps://www.wikidata.org/wiki
Nobuhiko_Ushiba.html,344,1060,to connected data reposito
Nobuhiko_Ushiba.html,344,1104,"skey=""g"">Wikidata item</a>"
Nobuhiko_Ushiba.html,361,125,ps://www.wikidata.org/wiki
Master_of_Space_and_Time.html,58,18,"e class=""metadata plainlin"
Master_of_Space_and_Time.html,60,355,"book.png 2x"" data-file-wid"
Master_of_Space_and_Time.html,60,377,"-width=""128"" data-file-hei"
Master_of_Space_and_Time.html,109,40,"s=""catlinks"" data-mw=""inte"
Master_of_Space_and_Time.html,192,1047,ps://www.wikidata.org/wiki
Master_of_Space_and_Time.html,192,1096,to connected data reposito
Master_of_Space_and_Time.html,192,1140,"skey=""g"">Wikidata item</a>"
Master_of_Space_and_Time.html,209,125,ps://www.wikidata.org/wiki
Early_medieval_states_in_Kazakhstan.html,43,102,ainlinks metadata ambox am
Early_medieval_states_in_Kazakhstan.html,46,429,".svg.png 2x"" data-file-wid"
Early_medieval_states_in_Kazakhstan.html,46,450,"e-width=""44"" data-file-hei"
Early_medieval_states_in_Kazakhstan.html,210,40,"s=""catlinks"" data-mw=""inte"
